name,taxid,ERR14789322,ERR14789323,ERR14789324,ERR14789325,ERR14789326,ERR14789327,ERR14789328,ERR14789329,ERR14789330,ERR14789331,ERR14789332,ERR14789333,ERR14789175,ERR14789176,ERR14789177,ERR14789178,ERR14789179,ERR14789181,ERR14789182,ERR14789183,ERR14789184,ERR14789185,ERR14789186,ERR14789187,ERR14789188,ERR14789189,ERR14789190,ERR14789307,ERR14789308,ERR14789309,ERR14789310,ERR14789311,ERR14789312,ERR14789313,ERR14789315,ERR14789316,ERR14789317,ERR14789318,ERR14789319,ERR14789320,ERR14789321,ERR14789259,ERR14789260,ERR14789261,ERR14789262,ERR14789263,ERR14789264,ERR14789265,ERR14789266,ERR14789267,ERR14789268,ERR14789269,ERR14789270,ERR14789271,ERR14789272,ERR14789273,ERR14789368,ERR14789369,ERR14789370,ERR14789371,ERR14789372,ERR14789373,ERR14789374,ERR14789375,ERR14789376,ERR14789377,ERR14789378,ERR14789379,ERR14789380,ERR14789381,ERR14789382,ERR14789353,ERR14789357,ERR14789358,ERR14789359,ERR14789360,ERR14789361,ERR14789362,ERR14789363,ERR14789364,ERR14789365,ERR14789366,ERR14789367,ERR14789334,ERR14789335,ERR14789337,ERR14789338,ERR14789339,ERR14789340,ERR14789341,ERR14789342,ERR14789343,ERR14789344,ERR14789345,ERR14789346,ERR14789347,ERR14789348,ERR14789282,ERR14789283,ERR14789284,ERR14789285,ERR14789286,ERR14789287,ERR14789288,ERR14789289,ERR14789290,ERR14789291,ERR14789292,ERR14789293,ERR14789294,ERR14789295,ERR14789296,ERR14789297,host tax id,host name,realm,kingdom,phylum,class,order,family,genus,species,baltimore_class
                  Claudivirus,2842609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29339.0,Bacillus thuringiensis serovar kurstaki,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Salasmaviridae,Northropvirinae,Claudivirus,dsDNA
                Dendoorenvirus,2842641,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180282.0,Delftia tsuruhatensis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Dendoorenvirus,Dendoorenvirus RG2014,dsDNA
                  Dongdastvirus,2842653,,0.09,,0.05,0.04,,,,0.15,,0.07,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,0.11,0.09,0.09,0.17,,,,,,,0.2,,0.12,,,,,,0.52,,,,,,,,,,,,,,,,,0.52,0.23,0.2,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,0.1,0.04,,,0.06,,,,,,,,,,,,,
                Eceepunavirus,2842661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.07,0.19,0.09,,0.23,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.0,Enterobacter cloacae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Eceepunavirus,Eceepunavirus EcP1,dsDNA
                Emesvirus,2842664,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,0.27,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331112.0,Escherichia coli HS,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Emesvirus,,+ssRNA
                  Enterogokushovirus,2842667,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83333.0,Escherichia coli K-12,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Gokushovirinae,Enterogokushovirus,
                Gihfavirus,2842702,0.81,0.54,,0.37,,,5.8,2.73,0.16,,,0.32,,,,,,,,0.03,,,,,,0.14,,,,,,,0.58,,1.82,,0.12,,,,,,,,,,,,,,,,0.28,0.18,,,,,,,,,2.73,3.37,,20.25,32.76,,,,3.13,0.44,,0.32,,,,1.25,,,,,,3.34,5.79,0.07,1.93,,1.26,3.69,21.1,7.41,9.61,3.3,0.44,1.24,1.45,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Gihfavirus,Gihfavirus chorovivens,+ssRNA
                Gmuhndevirus,2842706,,,,,,,0.15,0.83,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Gmuhndevirus,Gmuhndevirus pelovivens,+ssRNA
                  Goettingenvirus,2842707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,592022.0,Priestia megaterium DSM 319,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Bastillevirinae,Goettingenvirus,dsDNA
                Hagavirus,2842717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.0,Enterobacteriaceae,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Hagavirus,Hagavirus psychrophilum,+ssRNA
              Henunavirus,2842727,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.07,,,,,0.08,,,,,,,,,,,0.08,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Henunavirus,Henunavirus hena1,,dsDNA
                  Henuseptimavirus,2842728,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,0.32,,,,0.31,,0.35,,0.59,0.64,,0.17,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,0.06,,0.32,,,0.11,550.0,Enterobacter cloacae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Drexlerviridae,Tempevirinae,Henuseptimavirus,dsDNA
                Hihdivirus,2842731,,,,,,,,,,,,,,,,,,,,0.02,,,,,0.19,0.18,0.16,,,,,,,,,,,,,,,,0.62,0.12,,,,0.22,,,0.6,,,,0.11,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Hihdivirus,Hihdivirus caenenecus,+ssRNA
                Hohrdovirus,2842736,,,,0.26,,,,,0.36,0.18,0.31,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,1.9,,0.26,,,,,,,,0.29,,,,,,,,,,,,,,,,0.08,,0.4,0.21,0.32,2.43,,,0.72,,,1.67,0.42,,,,,,,,,0.33,,,,0.08,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Hohrdovirus,Hohrdovirus edaphohabitans,+ssRNA
                Hopescreekvirus,2842737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.36,0.47,0.31,,0.53,0.38,0.26,0.29,0.24,,0.19,0.11,0.15,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.0,Limosilactobacillus fermentum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Hopescreekvirus,Hopescreekvirus LfeInf,dsDNA
                Huelvavirus,2842739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,382.0,Sinorhizobium meliloti,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Huelvavirus,Huelvavirus ort11,dsDNA
                Icepovirus,2842751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.0,Vibrio cholerae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zobellviridae,Icepovirus,Icepovirus bengalense,dsDNA
                Icumivirus,2842754,,,,,,,,,,,,,,,,,,,,0.03,0.16,,0.09,,,,,,,,,,,0.15,,0.19,,,0.31,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Icumivirus,Icumivirus limivivens,+ssRNA
                  Inbricusvirus,2842758,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,0.1,,,,,0.31,,0.14,,,0.15,0.23,0.17,,,0.18,0.64,0.16,0.17,,,,,,0.13,0.16,,0.17,,,0.16,,,0.73,,,,,,,,,,,,0.05,,,,0.06,,0.14,0.15,,0.41,,,0.12,,,,,,,,,,,,,0.08,,0.61,0.18,,0.62,,,0.22,,0.22,0.08,,,0.26,,,663959.0,Pseudomonas syringae pv. avii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Rothmandenesvirinae,Inbricusvirus,dsDNA
                Ineyimevirus,2842759,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Ineyimevirus,Ineyimevirus lutihabitans,+ssRNA
                Ishugivirus,2842767,,0.1,,0.09,0.04,,,,,0.1,0.05,,,,,,,,,0.03,,,,0.12,0.13,0.42,0.55,,,,,,,0.18,0.91,0.17,0.11,,0.11,,,0.07,3.22,0.74,0.1,,0.29,0.34,0.36,,0.32,,,,,0.29,0.73,,0.9,0.66,0.47,1.55,0.38,,0.71,,,,0.18,0.69,,0.19,,,,0.1,,,,,0.19,0.22,0.22,0.4,0.86,,,,,,,,,,,0.06,0.14,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Ishugivirus,Ishugivirus pelohabitans,+ssRNA
                Ivolevirus,2842770,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Blumeviridae,Ivolevirus,Ivolevirus faecicola,+ssRNA
                  Kaypoctavirus,2842786,,,,,,,,,,,0.06,,,,,,,,,0.03,0.27,0.25,0.22,0.16,,,0.14,,,,,0.62,0.23,0.36,,0.29,0.26,,0.57,,,0.2,0.09,,0.1,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,0.11,0.15,,0.11,0.2,,0.28,,,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Enquatrovirinae,Kaypoctavirus,dsDNA
                Kehmevirus,2842790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,,,,0.23,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Kehmevirus,Kehmevirus defluviicola,+ssRNA
                Kemicevirus,2842792,,,,0.05,0.04,,,,,,0.11,,0.45,0.47,,,,,,0.08,0.15,0.31,0.07,0.26,0.37,0.18,0.39,0.3,1.08,1.26,,,0.89,1.42,0.77,1.01,1.05,1.44,0.72,0.5,1.68,0.19,0.22,0.22,0.12,4.65,0.17,0.52,0.42,0.31,0.35,,0.22,0.19,0.19,0.18,0.33,,0.47,0.48,0.54,0.81,0.59,0.64,0.49,,0.23,0.75,0.38,0.61,0.32,0.18,,1.99,0.14,0.13,,,,,0.21,0.11,,0.92,,,0.61,,,0.49,,0.28,,0.25,,,0.2,,,0.09,,0.43,,,,,,,0.2,0.42,,0.08,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Kemicevirus,Kemicevirus caenicola,+ssRNA
              Kenoshavirus,2842796,1.03,,,0.1,0.09,,,,0.17,0.19,0.12,0.34,,0.21,,,0.44,,,,,,0.07,0.16,0.17,,0.12,,,,,0.16,,,,,,,0.19,,,0.18,0.15,0.14,0.2,,,,,,,,0.21,0.15,0.18,,,,,0.35,,,,,,,,,,0.44,,,,,,,,,,,,,,1.58,1.7,,,,,3.41,,0.17,1.52,,,0.07,1.13,,0.29,0.18,,,0.41,0.27,0.13,0.3,0.33,0.32,,,0.11,0.11,0.27,36822.0,Gordonia rubripertincta,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kenoshavirus,unclassified Kenoshavirus,,dsDNA
                Kihryuvirus,2842799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Kihryuvirus,Kihryuvirus limihabitans,+ssRNA
                Kinglevirus,2842802,1.81,7.72,5.65,2.44,0.55,2.78,12.66,5.37,35.49,0.2,0.09,0.72,,,,,,,,0.02,,,0.06,,0.13,0.26,,,,1.01,,,2.03,0.84,8.78,0.68,0.97,2.37,0.6,1.45,2.4,,0.07,,,,,,,,,,0.39,0.53,,0.38,,0.44,0.39,0.35,,,0.94,1.21,0.45,5.08,5.57,,0.23,0.3,0.93,0.19,0.18,0.13,,,,0.42,,,,,,1.48,7.17,0.01,4.89,3.77,,3.53,9.34,1.64,0.83,1.57,0.51,0.73,0.57,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Kinglevirus,Kinglevirus lutadaptatum,+ssRNA
                Kohmavirus,2842807,,,,,,,,,,,,,,0.32,,,,,,0.04,,,,0.15,0.62,0.39,0.24,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.45,0.38,0.21,0.74,0.31,,0.45,,,,,0.78,0.41,0.04,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Duinviridae,Kohmavirus,Kohmavirus luticola,+ssRNA
                Kowinovirus,2842810,,,,,,,,,,,0.06,,,,,,,,,0.02,,,,,,,,,,,,,,,0.58,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Kowinovirus,Kowinovirus pelenecus,+ssRNA
                Kuhshuvirus,2842813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Kuhshuvirus,Kuhshuvirus pelovicinum,+ssRNA
                  Lasallevirus,2842819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40214.0,Acinetobacter johnsonii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Twarogvirinae,Lasallevirus,dsDNA
                Limaivirus,2842826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Limaivirus,Limaivirus borborocola,+ssRNA
                Littlefixvirus,2842828,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,0.08,0.1,,,,,,,,0.22,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,0.02,,,,,,294.0,Pseudomonas fluorescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Littlefixvirus,Littlefixvirus 98Pflur60pp,dsDNA
                  Lonzbavirus,2842833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,0.12,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Luthavirus,2842838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Luthavirus,Luthavirus edaphovicinum,+ssRNA
                Mahraivirus,2842846,,,,,,,,0.37,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Mahraivirus,Mahraivirus limivicinum,+ssRNA
              Manuelvirus,2842852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916.0,Streptomyces lividans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Manuelvirus,Manuelvirus JXY1,,dsDNA
                  Matsuvirus,2842857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728062.0,Pseudoalteromonas sp. YD6,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Fuhrmanvirinae,Matsuvirus,dsDNA
                Mekintivirus,2842861,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Mekintivirus,Mekintivirus lutihabitans,+ssRNA
                Melvirus,2842862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zobellviridae,Melvirus,unclassified Melvirus,dsDNA
                Mintuvirus,2842872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Mintuvirus,Mintuvirus pelovivens,+ssRNA
                Mooreparkvirus,2842881,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,0.29,,,,,1.07,,,0.24,,,,,0.09,,,,,,,,,,,,,,,,,1578.0,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Mooreparkvirus,Mooreparkvirus Lb3381,dsDNA
              Mydovirus,2842888,,,,,,,,,,,0.06,,,0.15,,,,0.44,,0.03,0.18,0.15,0.23,0.17,0.15,,0.18,0.82,0.36,0.44,,0.29,,0.36,1.78,0.26,0.32,0.43,0.28,0.89,,0.18,0.1,0.13,0.21,,0.31,,,,0.19,,,,,,,,,,,,,,,,,0.39,,,,0.03,,,,,,,,,,,,,,,,,,,0.74,,,,,,,0.73,,0.13,,,0.14,,1.25,0.22,0.2,0.09,,,0.89,,0.13,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mydovirus,unclassified Mydovirus,,dsDNA
                  Nahantvirus,2842892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,29497.0,Vibrio splendidus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Pontosvirinae,Nahantvirus,dsDNA
                Nehpavirus,2842897,,,,,,,,,,,,,,,,,,,,0.03,,,,0.22,0.37,0.38,0.16,,,,,,,,,,,,,,,0.09,0.36,0.22,0.09,14.89,,3.07,0.8,,0.96,,,,0.19,0.31,,,,,,,,,,,,,,,,0.31,,,,0.06,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Blumeviridae,Nehpavirus,Nehpavirus caenenecus,+ssRNA
              Nochtlivirus,2842908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,0.12,,,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nochtlivirus,Nochtlivirus mEp235,,dsDNA
                Pacinivirus,2842934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.09,0.08,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.0,Vibrio cholerae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Pacinivirus,unclassified Pacinivirus,dsDNA
                Paundecimvirus,2842942,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.17,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,0.44,0.11,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zobellviridae,Paundecimvirus,unclassified Paundecimvirus,dsDNA
                Paysduvirus,2842943,,0.08,,0.07,0.05,,0.88,1.69,3.03,0.28,0.66,0.29,,,,,,,,,,0.08,0.05,,,,,,,,,,,,,,,,,,,0.6,0.14,,0.78,7.81,,1.21,,,,,,,0.51,0.29,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,0.2,,,,,,,,,,,,0.07,0.2,,,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Paysduvirus,Paysduvirus asiocola,+ssRNA
                Perrunavirus,2842953,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.0,Pseudomonas,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Perrunavirus,Perrunavirus olsenii,+ssRNA
                Pokkenvirus,2842972,,,,,0.03,,,,,0.12,0.05,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,0.13,0.1,0.12,0.1,,,,,,,,,0.29,0.14,,,0.2,,0.45,,,,,,,,,,,,,,,,,0.73,0.18,0.11,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.04,,,,,,40324.0,Stenotrophomonas maltophilia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Pokkenvirus,Pokkenvirus paxi,dsDNA
                  Pollockvirus,2842973,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.18,0.14,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,0.21,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Humphriesvirinae,Pollockvirus,dsDNA
