name,taxid,ERR14789282,ERR14789283,ERR14789284,ERR14789285,ERR14789286,ERR14789287,ERR14789288,ERR14789289,ERR14789290,ERR14789291,ERR14789292,ERR14789293,ERR14789294,ERR14789295,ERR14789296,ERR14789297,host tax id,host name,realm,kingdom,phylum,class,order,family,genus,species,baltimore_class
              Muminvirus,2843426,,,,,,,,0.26,,,0.31,,,,,,2654245.0,Flavobacterium sp. LMO9,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Muminvirus,Muminvirus filifjonk,,dsDNA
              Plateaulakevirus,2843436,,,0.17,,0.18,0.17,,0.83,,0.42,0.23,,,0.55,,,196023.0,Aeromonas hydrophila subsp. hydrophila,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Plateaulakevirus,Plateaulakevirus pv2L372D,,dsDNA
              Takahashivirus,2843463,,,,,,,,,,,0.03,,,,,,224308.0,Bacillus subtilis subsp. subtilis str. 168,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Takahashivirus,Takahashivirus PBS1,,dsDNA
              Teubervirus,2843466,,,,,,,,,,,0.04,,,,,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Teubervirus,Teubervirus AM6,,dsDNA
              Uwajimavirus,2843469,,,,,,,,,,,,,,,,0.2,1363.0,Lactococcus garvieae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Uwajimavirus,unclassified Uwajimavirus,,dsDNA
                Yonseivirus,2843478,,0.66,0.26,0.32,,,0.38,2.0,0.17,0.21,0.1,1.39,0.55,1.53,0.13,0.15,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Yonseivirus,Yonseivirus N137,dsDNA
                  Kahnovirus,2942979,,1.54,1.37,2.96,1.03,1.12,1.22,1.68,1.26,0.6,1.01,0.66,0.61,1.91,0.74,0.91,,,,,,,,,,,
                  Kehishuvirus,2942980,,0.84,0.9,0.55,1.54,0.35,1.38,0.43,0.99,0.59,0.3,0.52,1.61,0.36,1.0,1.01,329854.0,Bacteroides intestinalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Steigviridae,Asinivirinae,Kehishuvirus,dsDNA
                  Paundivirus,2942981,,0.3,0.99,0.49,,,,0.22,0.2,0.13,0.08,,0.19,0.18,0.3,0.11,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Steigviridae,Asinivirinae,Paundivirus,dsDNA
                  Wulfhauvirus,2942982,,,,,,,,,,0.07,0.01,,,,,,226186.0,Bacteroides thetaiotaomicron VPI-5482,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Steigviridae,Asinivirinae,Wulfhauvirus,dsDNA
                  Afonbuvirus,2942989,,0.66,0.68,2.16,1.3,0.84,0.94,1.2,1.72,0.82,0.73,0.3,1.61,1.08,0.45,1.96,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Bearivirinae,Afonbuvirus,dsDNA
                  Canhaevirus,2942990,,0.17,0.23,,0.19,,0.32,0.13,0.27,0.15,0.09,0.22,,0.09,0.13,0.22,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Boorivirinae,Canhaevirus,dsDNA
                  Cohcovirus,2942991,,0.33,0.13,,0.27,0.17,,0.1,0.26,0.11,0.16,,,,,0.24,,,,,,,,,,,
                  Culoivirus,2942992,,,,,0.16,,,,,,0.07,,,,,0.11,818.0,Bacteroides thetaiotaomicron,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Boorivirinae,Culoivirus,dsDNA
                  Blohavirus,2942993,,0.21,0.19,0.38,0.25,0.34,0.3,0.11,0.31,0.09,0.24,0.25,0.2,0.12,0.2,0.22,,,,,,,,,,,
                  Buchavirus,2942994,,0.43,0.22,0.67,1.31,0.72,0.21,0.58,0.86,0.28,0.64,0.3,0.6,0.66,0.18,0.85,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Loutivirinae,Buchavirus,dsDNA
                Dunedinvirus,2943004,,,,,,,0.19,,,,,,,0.25,,,104623.0,Prodigiosinella confusarubida,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Dunedinvirus,Dunedinvirus JS26,dsDNA
                Gwanakrovirus,2943008,,,,,,,,,,,0.02,,,,,,79967.0,Erwinia pyrifoliae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Gwanakrovirus,Gwanakrovirus SNUABM08,dsDNA
                Salvovirus,2943016,,0.87,0.34,0.39,0.16,0.28,,0.31,0.2,0.84,0.2,0.2,0.81,0.33,0.13,0.21,33013.0,Clavibacter michiganensis subsp. michiganensis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Salvovirus,unclassified Salvovirus,dsDNA
                Seodaemunguvirus,2943017,,,0.14,,,,,0.11,,0.08,,,,0.1,0.1,,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Seodaemunguvirus,Seodaemunguvirus YMC16-01N133,dsDNA
                Sharonstreetvirus,2943019,,0.24,0.12,0.8,,0.21,4.15,0.14,0.17,0.09,0.18,,,0.09,0.08,0.09,644.0,Aeromonas hydrophila,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Sharonstreetvirus,unclassified Sharonstreetvirus,dsDNA
                Zhonglingvirus,2943020,,,,,,,,,,,,,,,,0.15,599.0,Salmonella sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Zhonglingvirus,Zhonglingvirus SAP012,dsDNA
              Swiduovirus,2944849,,,,,,,,,,0.07,,,,,,,561.0,Escherichia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Swiduovirus,Swiduovirus swi2,,dsDNA
              Akiravirus,2946787,,,,,,,,,,0.16,,,,0.1,,,59201.0,Salmonella enterica subsp. enterica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Akiravirus,Akiravirus akira,,dsDNA
                Angainorvirus,2946799,,,,,,,,,,,,,,,0.12,,5758.0,Entamoeba,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Rohanvirales,Nenyaviridae,Angainorvirus,Angainorvirus turin,
                  Aurodevirus,2946811,,0.9,0.74,0.94,1.55,0.29,0.47,0.56,2.74,0.98,0.23,0.74,0.93,0.62,0.47,2.1,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Uncouvirinae,Aurodevirus,dsDNA
              Backyardiganvirus,2946815,,,,,,,,,,,0.06,,,,,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Backyardiganvirus,unclassified Backyardiganvirus,,dsDNA
              Beograduvirus,2946820,,0.43,,,,,,,,,,,,,,,456327.0,Xanthomonas euvesicatoria,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Beograduvirus,unclassified Beograduvirus,,dsDNA
                  Besingivirus,2946821,,,,,0.16,,,,0.14,,0.07,,,,,0.13,,,,,,,,,,,
                  Birpovirus,2946830,,0.26,0.16,,0.24,0.38,0.22,0.16,0.27,0.1,0.24,0.12,0.17,0.14,0.14,0.21,,,,,,,,,,,
                  Bohxovirus,2946832,,,,,,,,,0.12,,0.09,,,,,0.09,,,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Oafivirinae,Bohxovirus,dsDNA
                  Buhlduvirus,2948643,,,,,,,,,,,0.12,,,,,0.12,,,,,,,,,,,
                  Buorbuivirus,2948644,,,0.09,,0.17,,,,0.33,0.11,0.07,,,0.06,0.13,0.26,,,,,,,,,,,
                  Burzaovirus,2948645,0.89,26.59,53.14,34.87,25.72,44.36,36.24,12.96,39.62,22.87,42.2,23.4,20.79,15.33,14.85,30.81,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Oafivirinae,Burzaovirus,dsDNA
                  Cacepaovirus,2948646,,,0.21,0.67,0.35,0.42,0.31,0.13,0.29,0.13,0.41,0.53,,0.17,,0.25,,,,,,,,,,,
                  Carjivirus,2948652,17.75,1.6,1.32,1.53,1.04,1.58,1.57,0.8,0.88,0.67,1.31,0.61,0.65,0.65,0.88,1.01,1869227.0,bacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Intestiviridae,Crudevirinae,Carjivirus,dsDNA
                  Chuhaivirus,2948663,,0.27,0.47,0.65,0.42,0.76,1.34,0.17,1.03,0.69,0.96,1.95,0.41,0.23,0.15,1.05,,,,,,,,,,,
                  Clownvirus,2948667,,,,,,0.23,,,0.21,,0.12,,,0.06,,0.09,,,,,,,,,,,
                  Dabirmavirus,2948671,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,
              Deseoctovirus,2948678,,,,,,,,,,0.19,,,,,,,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Deseoctovirus,Deseoctovirus C1,,dsDNA
                  Diorhovirus,2948680,,,0.13,,,,,,0.21,,0.03,,,,0.08,0.15,,,,,,,,,,,
                  Drivevirus,2948684,,0.17,,,0.26,,,,,,0.06,,0.11,,,,,,,,,,,,,,
                  Delmidovirus,2948688,,,0.12,,,,,,,,0.1,0.13,,0.08,,,818.0,Bacteroides thetaiotaomicron,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Intestiviridae,Crudevirinae,Delmidovirus,dsDNA
                Efbeekayvirus,2948690,,0.17,0.41,0.41,0.42,0.96,,3.14,0.29,0.34,1.01,0.54,0.43,2.29,0.18,0.25,558.0,Erwinia sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Efbeekayvirus,unclassified Efbeekayvirus,dsDNA
                  Endlipuvirus,2948697,,0.3,0.12,,,,,,,,0.05,,,,,0.13,,,,,,,,,,,
                Exceevirus,2948704,,0.17,0.13,,0.16,,,0.2,0.27,0.1,0.08,,,0.34,0.08,0.09,470.0,Acinetobacter baumannii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Exceevirus,Exceevirus Xc38,dsDNA
                  Faithunavirus,2948705,,,,,,0.13,,,,0.11,0.08,,,,,,1772.0,Mycolicibacterium smegmatis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vilmaviridae,Lclasvirinae,Faithunavirus,dsDNA
                  Fohxhuevirus,2948709,,0.81,0.83,1.62,0.51,1.44,0.71,0.27,0.52,0.5,1.31,0.72,0.39,0.17,0.34,0.34,,,,,,,,,,,
                  Foxborovirus,2948710,,,,,,,,,,,0.02,,,,,,2055.0,Gordonia terrae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zierdtviridae,Emilbogenvirinae,Foxborovirus,dsDNA
                  Hacihdavirus,2948736,,,0.22,,,0.31,,,,0.06,0.22,,,0.09,0.13,,,,,,,,,,,,
                Herugrimvirus,2948758,16.24,,0.1,,5.11,0.28,0.19,,,,0.28,,0.32,,0.07,0.16,1.0,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Vilyaviridae,Herugrimvirus,Herugrimvirus gladden,
                  Jahgtovirus,2948767,,0.27,0.3,0.24,0.3,,,0.15,0.45,0.16,0.07,0.14,0.47,0.17,0.26,0.49,371601.0,Bacteroides xylanisolvens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Intestiviridae,Churivirinae,Jahgtovirus,dsDNA
                Jamesmcgillvirus,2948768,,,0.1,,,,,,,,,,,,0.1,,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fredfastierviridae,Jamesmcgillvirus,Jamesmcgillvirus jv119X,dsDNA
              Jujuvirus,2948772,,,,,,,,,,,0.02,,,,,,2055.0,Gordonia terrae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Jujuvirus,unclassified Jujuvirus,,dsDNA
                  Junduvirus,2948774,,0.17,,0.63,0.29,0.45,,8.88,,0.13,0.33,0.12,0.14,14.07,,0.16,818.0,Bacteroides thetaiotaomicron,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Crevaviridae,Coarsevirinae,Junduvirus,dsDNA
              Justusliebigvirus,2948775,,,,,,,,,,,0.02,,,,,,197.0,Campylobacter jejuni,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Justusliebigvirus,unclassified Justusliebigvirus,,dsDNA
                  Kingevirus,2948785,1.0,,0.12,0.28,0.22,0.21,,0.29,,0.21,0.28,,0.24,0.27,0.07,0.22,818.0,Bacteroides thetaiotaomicron,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Crevaviridae,Doltivirinae,Kingevirus,dsDNA
                Klumppvirus,2948786,,,,,,,,,,,0.01,,,,,,2756.0,Brochothrix thermosphacta,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Klumppvirus,Klumppvirus A9,dsDNA
                  Kolpuevirus,2948787,,0.37,0.4,0.36,0.29,0.26,0.6,0.12,0.72,0.53,0.29,0.51,0.33,0.21,0.22,0.48,818.0,Bacteroides thetaiotaomicron,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Steigviridae,Asinivirinae,Kolpuevirus,dsDNA
              Kunmingvirus,2948791,,0.26,,,,,,0.1,,,0.02,,,,,,948519.0,Aeromonas rivipollensis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kunmingvirus,Kunmingvirus kv2D05,,dsDNA
                  Lahndsivirus,2948793,,,,0.22,,,,,,,0.02,,,,,0.12,,,,,,,,,,,
                  Lebriduvirus,2948797,,,,,0.19,,,,0.24,0.1,0.06,,0.11,0.07,,0.19,,,,,,,,,,,
                Lipsvirus,2948803,,,,,,,,,,,0.04,,,,,,1131.0,Synechococcus sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Kyanoviridae,Lipsvirus,unclassified Lipsvirus,dsDNA
                  Lumosvirus,2948808,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,
                  Mahlunavirus,2948812,,,,,,,,,,0.06,0.03,,0.1,0.05,,,,,,,,,,,,,
                  Mahstovirus,2948813,,,,,0.17,,0.54,0.12,,0.07,0.04,,,0.08,,,,,,,,,,,,,
              Moomoovirus,2948827,,,,,,,,,,,0.02,,,,,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Moomoovirus,Moomoovirus moomoo,,dsDNA
              Myrnavirus,2948833,,,,,,,,,,,0.02,,,,,,1763.0,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Myrnavirus,Myrnavirus myrna,,dsDNA
                  Pamirivirus,2948854,,,0.13,,,,,,,0.07,0.03,,,,,,,,,,,,,,,,
                  Pipoluvirus,2948867,,,0.08,,,,,,,,0.06,,,,,,,,,,,,,,,,
              Segzyvirus,2948900,,,,,,,,,,0.13,,,,,,,90371.0,Salmonella enterica subsp. enterica serovar Typhimurium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Segzyvirus,Segzyvirus LPSTLL,,dsDNA
              Sheenvirus,2948905,,,,,,,,,,,0.01,,,,,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sheenvirus,Sheenvirus Sheen,,dsDNA
              Skatevirus,2948910,,,,,,,,,,0.26,,,,0.11,,,90371.0,Salmonella enterica subsp. enterica serovar Typhimurium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Skatevirus,unclassified Skatevirus,,dsDNA
                  Sukkupivirus,2948917,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,
                Triduovirus,2948933,,,,,,,,1.48,1.02,0.4,0.08,0.38,,1.1,,0.99,211968.0,Salmonella enterica subsp. enterica serovar Albany,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Triduovirus,Triduovirus Tr2,dsDNA
                Vingilotevirus,2948948,4.24,,,,0.4,,,,,,,,,,,,1.0,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Vilyaviridae,Vingilotevirus,Vingilotevirus gamgee,
                  Wotdevirus,2948953,,,0.23,,0.22,0.18,,,,,0.18,,,0.05,,0.1,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Intestiviridae,Obtuvirinae,Wotdevirus,dsDNA
                  Xooduovirus,2948956,,,,,,,,,,,0.02,,,,,,64187.0,Xanthomonas oryzae pv. oryzae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mesyanzhinovviridae,Bradleyvirinae,Xooduovirus,dsDNA
              Axeltriavirus,3044667,,,,,,,,,,,0.03,,,0.06,,,40324.0,Stenotrophomonas maltophilia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Axeltriavirus,Axeltriavirus AXL3,,dsDNA
              Carvajevirus,3044683,,,0.46,,,,,,,,,,,,0.34,,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Carvajevirus,Carvajevirus carvaje,,dsDNA
                Chaoshanvirus,3044686,,,,,,,,,,,0.02,,,,,,645.0,Aeromonas salmonicida,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Chaoshanvirus,unclassified Chaoshanvirus,dsDNA
              Clawzvirus,3044689,,,,,,,,,,,0.02,,,,,,36822.0,Gordonia rubripertincta,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Clawzvirus,Clawzvirus clawz,,dsDNA
              Cobrasixvirus,3044690,,0.18,0.26,,,,,0.22,0.16,,0.05,,,0.08,0.26,0.11,550.0,Enterobacter cloacae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Cobrasixvirus,Cobrasixvirus cobrasix,,dsDNA
                Ferozepurvirus,3044715,,,,,,,,,,,0.07,,,,,,648.0,Aeromonas caviae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Ferozepurvirus,unclassified Ferozepurvirus,dsDNA
              Forzavirus,3044718,,,,,,,,,,,0.02,,,,,,2055.0,Gordonia terrae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Forzavirus,unclassified Forzavirus,,dsDNA
                Miamivirus,3044763,,,,,,,,0.38,,,0.02,,,0.35,,,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Miamivirus,Miamivirus miami,dsDNA
                Moazamivirus,3044766,,,,,0.22,,,,,,,,,,,,108619.0,Salmonella enterica subsp. enterica serovar Newport,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Grimontviridae,Moazamivirus,Moazamivirus 711,dsDNA
                  Moovirus,3044769,,2.23,0.42,,,,0.53,1.63,0.17,0.16,0.08,0.14,0.29,1.19,0.32,0.22,623.0,Shigella flexneri,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Enquatrovirinae,Moovirus,dsDNA
                Nieuwekanaalvirus,3044774,,,,,,,,,,0.07,0.07,,,,0.07,,1884818.0,Escherichia sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mktvariviridae,Gordonclarkvirinae,Nieuwekanaalvirus,dsDNA
              Quivirus,3044799,,,,,,,,,,0.07,0.04,,,,,,1665.0,Arthrobacter globiformis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Quivirus,Quivirus qui,,dsDNA
                  Rheavirus,3044800,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,
              Richievirus,3044803,,,,,,,,,,0.12,0.04,,,,,,1665.0,Arthrobacter globiformis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Richievirus,Richievirus auxilium,,dsDNA
                Yellowseavirus,3044861,,,,,,,,,,,0.03,,,,,,1620844.0,Synechococcus sp. MW02,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Kyanoviridae,Yellowseavirus,Yellowseavirus thirtyeight,dsDNA
                  Moumouvirus,3080801,,,,,,,,,,0.08,0.11,,,0.06,,,,,,,,,,,,,
                  Donnerlittchenvirus,3152600,,,,,,,,,,,0.01,,,,,,29581.0,Janthinobacterium lividum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mesyanzhinovviridae,Bradleyvirinae,Donnerlittchenvirus,dsDNA
              Oscarsovirus,3152624,,,,,,,,,,0.09,0.02,,,,,,661398.0,Microbacterium radiodurans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Oscarsovirus,Oscarsovirus oscarso,,dsDNA
              Bimevirus,3152907,,,,,,,,0.24,,,,,,0.16,,,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Bimevirus,Bimevirus bv1611EK21,,dsDNA
              Mascletvirus,3152910,,,,,,,,,,,,,,0.06,,,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mascletvirus,Mascletvirus VLCpiM12a,,dsDNA
              Sircambvirus,3152913,,,,,,,,0.24,,,,,0.17,0.19,,,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sircambvirus,Sircambvirus MEW1,,dsDNA
              Zewailvirus,3152914,,,,,,,,,,,,,,0.07,,,1884818.0,Escherichia sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zewailvirus,Zewailvirus ZCEC13,,dsDNA
              Miecznikowavirus,3152971,,,0.08,,,,,,,,,,,,0.07,,2597349.0,Pseudomonas sp. ANT_H14,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Miecznikowavirus,Miecznikowavirus AH14a,,dsDNA
                Otakuvirus,3152972,,,,,,,,,,,,,,0.06,,,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sarkviridae,Otakuvirus,Otakuvirus Tsm2,dsDNA
              Efemquintavirus,3152996,,,,,0.44,,,,,,,,,,,2.46,1352.0,Enterococcus faecium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efemquintavirus,Efemquintavirus Efm5,,dsDNA
                Seretavirus,3152998,,,,,,,,0.16,,,,,,0.09,,,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sarkviridae,Seretavirus,Seretavirus eta,dsDNA
                  Longwangvirus,3153014,,0.26,0.28,,0.36,0.49,0.41,0.9,0.16,0.08,0.31,,,0.78,0.16,,654.0,Aeromonas veronii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chaseviridae,Nefertitivirinae,Longwangvirus,dsDNA
                  Alphaorpheovirus,3153020,,,0.08,,,0.39,0.23,,,,0.45,,,,0.08,,5778.0,Vermamoeba vermiformis,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Ocovirineae,Orpheoviridae,Alphaorpheovirus,
                Amaruvirus,3153056,,,,,,,,,,,0.03,,,,,,9606.0,Homo sapiens,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Amaruvirus,Amaruvirus aka,
                Intivirus,3153059,,,,,,,,,,,0.02,,0.38,,,,9544.0,Macaca mulatta,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Intivirus,,
              Torvergatavirus,3153079,,,,,,,,,,,0.03,,,,,,1888892.0,Sphingomonas turrisvirgatae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Torvergatavirus,Torvergatavirus MMDA13,,dsDNA
              Shirevirus,3153128,,,,,,,,,,,0.02,,,,,,343.0,Xanthomonas translucens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Shirevirus,Shirevirus langgrundblatt1,,dsDNA
              Efemunavirus,3153270,,,,,,,,,,,0.02,,,,,2.78,1352.0,Enterococcus faecium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Efemunavirus,Efemunavirus Efm1,,dsDNA
                  Peekayseptimavirus,3153273,0.95,,0.26,,,,,0.12,0.53,0.12,0.11,,0.1,0.1,0.12,0.49,570.0,Klebsiella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Drexlerviridae,Tempevirinae,Peekayseptimavirus,dsDNA
                  Hennigervirus,3424959,,,,,,,,,,,,,,,1.57,,,,,,,,,,,,
                  Pfluvirus,3424962,,,,,,,,,,,,,,,0.15,,294.0,Pseudomonas fluorescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Pfluvirus,dsDNA
                Oliviavirus,3424985,,,,,,,,,,,0.04,,,,,,212663.0,Vibrio tasmaniensis,Varidnaviria,Abadenavirae,Produgelaviricota,Belvinaviricetes,Vinavirales,Autolykiviridae,Oliviavirus,Oliviavirus viph1020o,
