virus tax id,host name,realm,kingdom,phylum,class,order,family,genus,species,baltimore_class,taxid,matched_name
2283026,Erwinia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Feofaniavirus,Feofaniavirus Eho49,,dsDNA,2733174,              Feofaniavirus
3060017,Vermamoeba vermiformis,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Klosneuvirinae,Fadolivirus,,2763561,                  Fadolivirus
2786600,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Adahmuvirus,Adahmuvirus asiocola,+ssRNA,2842361,                Adahmuvirus
979533,Vibrio cholerae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zobellviridae,Icepovirus,Icepovirus bengalense,dsDNA,2842751,                Icepovirus
2786438,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Limaivirus,Limaivirus borborocola,+ssRNA,2842826,                Limaivirus
2178928,Erwinia pyrifoliae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Erskinevirinae,Yonginvirus,dsDNA,2843155,                  Yonginvirus
2686250,Flavobacterium sp. LMO6,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Duneviridae,Labanvirus,Labanvirus laban,dsDNA,2843408,                Labanvirus
2593268,Erwinia pyrifoliae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Gwanakrovirus,Gwanakrovirus SNUABM08,dsDNA,2943008,                Gwanakrovirus
1964565,Synechococcus sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Sessunavirus,Sessunavirus SESS1,dsDNA,2943018,                Sessunavirus
2992576,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Bracchivirus,Bracchivirus U2F1,dsDNA,2946835,                Bracchivirus
1873696,Mycolicibacterium smegmatis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vilmaviridae,Lclasvirinae,Faithunavirus,dsDNA,2948705,                  Faithunavirus
3241060,Mycolicibacterium smegmatis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Veracruzvirus,unclassified Veracruzvirus,,dsDNA,2948946,              Veracruzvirus
2900314,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Carvajevirus,Carvajevirus carvaje,,dsDNA,3044683,              Carvajevirus
279303,Actinoplanes sp. SN223/29,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Aspduovirus,Aspduovirus Asp2,,dsDNA,3153070,              Aspduovirus
2913092,Klebsiella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Drexlerviridae,Tempevirinae,Peekayseptimavirus,dsDNA,3153273,                  Peekayseptimavirus
28873,Camelus,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Chordopoxvirinae,Orthopoxvirus,,10242,                  Orthopoxvirus
85618,Ateles,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Gammaherpesvirinae,Rhadinovirus,dsDNA,10379,                  Rhadinovirus
1520006,Cairina moschata,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Aviadenovirus,,10552,                  Aviadenovirus
335103,Homo sapiens,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,unclassified Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,dsRNA,10912,                Rotavirus
2764701,Aconitum carmichaelii,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Quinvirinae,Carlavirus,+ssRNA,12163,                  Carlavirus
2753665,Achyranthes bidentata,Riboviria,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,Potyvirus achyranthis,,12195,                Potyvirus
1168547,Acartia tonsa,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,unclassified Circovirus,,39725,                Circovirus
2905681,Escherichia coli K-12,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Peduovirus,Peduovirus P2,dsDNA,140410,                Peduovirus
880159,Bathycoccus prasinos RCC1105,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,,181084,                Prasinovirus
3098270,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Demerecviridae,Markadamsvirinae,Tequintavirus,dsDNA,187218,                  Tequintavirus
2852040,Escherichia coli K-12,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Enquatrovirinae,Enquatrovirus,dsDNA,371730,                  Enquatrovirus
1968861,Sus scrofa,Monodnaviria,Shotokuvirae,Commensaviricota,Cardeaviricetes,Sanitavirales,Anelloviridae,Kappatorquevirus,Kappatorquevirus suidak2a,,1218487,                Kappatorquevirus
2902792,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kostyavirus,Kostyavirus kv244,,dsDNA,1623284,              Kostyavirus
2681626,Streptococcus thermophilus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Aliceevansviridae,Brussowvirus,Brussowvirus bvO1205,dsDNA,1623303,                Brussowvirus
1857890,Staphylococcus aureus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Twortvirinae,Silviavirus,dsDNA,1857889,                  Silviavirus
1399914,Loxodonta africana,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Betapolyomavirus elephanti,,1891714,                Betapolyomavirus
1755680,Priestia megaterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Bastillevirinae,Caeruleovirus,dsDNA,1911929,                  Caeruleovirus
3003615,Citrobacter sp. TSA-1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Drexlerviridae,Tempevirinae,Tlsvirus,dsDNA,1920865,                  Tlsvirus
1468411,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nonagvirus,Nonagvirus nv9g,,dsDNA,1921117,              Nonagvirus
2873450,Escherichia coli O78,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nonanavirus,unclassified Nonanavirus,,dsDNA,1921122,              Nonanavirus
2883572,Limnohabitans sp. DCL3,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vandenendeviridae,Skurskavirinae,Pakpunavirus,dsDNA,1921407,                  Pakpunavirus
1220604,Rhizobium etli GR56,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kleczkowskavirus,Kleczkowskavirus RHEph4,,dsDNA,1921525,              Kleczkowskavirus
1558463,Vibrio cholerae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Enhodamvirus,unclassified Enhodamvirus,,dsDNA,1922329,              Enhodamvirus
2873380,Pseudomonas luteola,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mesyanzhinovviridae,Bradleyvirinae,Abidjanvirus,dsDNA,1982095,                  Abidjanvirus
945083,Edwardsiella ictaluri,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Eiauvirus,Eiauvirus eiAU,,dsDNA,1982111,              Eiauvirus
1775248,Pseudomonas aeruginosa PA14,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mesyanzhinovviridae,Bradleyvirinae,Pamexvirus,dsDNA,1982355,                  Pamexvirus
1462608,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kochitakasuvirus,Kochitakasuvirus KPP25,,dsDNA,1982590,              Kochitakasuvirus
1690426,Streptomyces griseus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Likavirus,Likavirus aaronocolus,,dsDNA,1982880,              Likavirus
2340711,Cronobacter sakazakii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Andersonviridae,Ounavirinae,Kolesnikvirus,dsDNA,1985293,                  Kolesnikvirus
3003613,Citrobacter freundii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Andersonviridae,Ounavirinae,Mooglevirus,dsDNA,1985303,                  Mooglevirus
3373934,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Jiaodavirus,dsDNA,1985325,                  Jiaodavirus
1682394,Klebsiella aerogenes,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Slopekvirus,Slopekvirus eap3,dsDNA,1985328,                Slopekvirus
2126984,Acanthamoeba sp.,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Megamimivirinae,Tupanvirus,,2094720,                  Tupanvirus
2137745,Enterobacter asburiae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Ackermannviridae,Aglimvirinae,Agtrevirus,dsDNA,2169532,                  Agtrevirus
1883375,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Machinavirus,Machinavirus machina,dsDNA,2169624,                Machinavirus
2785079,Bacillus sp. 6k512,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Svunavirus,Svunavirus sv1,,dsDNA,2169625,              Svunavirus
1416009,Achromobacter xylosoxidans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Rothmandenesvirinae,Jwalphavirus,dsDNA,2169642,                  Jwalphavirus
1897532,Propionibacterium freudenreichii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Doucettevirus,Doucettevirus B22,,dsDNA,2169653,              Doucettevirus
2588127,Gordonia terrae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Stackebrandtviridae,Frickvirinae,Wizardvirus,dsDNA,2169658,                  Wizardvirus
1439894,Klebsiella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Alcyoneusvirus,Alcyoneusvirus K641,,dsDNA,2560086,              Alcyoneusvirus
1555202,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Asteriusvirus,Asteriusvirus av121Q,,dsDNA,2560094,              Asteriusvirus
1873949,Pseudomonas syringae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Bifseptvirus,Bifseptvirus andromeda,dsDNA,2560102,                Bifseptvirus
1777065,Pseudomonas coronafaciens pv. porri,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vandenendeviridae,Gorskivirinae,Flaumdravirus,dsDNA,2560133,                  Flaumdravirus
2419942,Edwardsiella anguillarum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Gofduovirus,Gofduovirus edno5,,dsDNA,2560141,              Gofduovirus
1401669,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Iapetusvirus,Iapetusvirus EaH1,dsDNA,2560148,                Iapetusvirus
3248842,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ilzatvirus,unclassified Ilzatvirus,,dsDNA,2560150,              Ilzatvirus
2572530,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kojivirus,unclassified Kojivirus,,dsDNA,2560161,              Kojivirus
1837876,Acinetobacter baumannii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Metrivirus,Metrivirus ME3,,dsDNA,2560175,              Metrivirus
1141136,Cronobacter sakazakii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mimasvirus,Mimasvirus GAP32,,dsDNA,2560176,              Mimasvirus
1852562,Pseudomonas,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Napahaivirus,Napahaivirus VSW3,dsDNA,2560184,                Napahaivirus
2912595,Pseudomonas syringae pv. actinidiae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nickievirus,unclassified Nickievirus,,dsDNA,2560188,              Nickievirus
2686298,Dickeya dianthicola,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vandenendeviridae,Gorskivirinae,Otagovirus,dsDNA,2560197,                  Otagovirus
2053078,Pectobacterium atrosepticum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peatvirus,Peatvirus peat2,,dsDNA,2560201,              Peatvirus
2099442,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pikminvirus,Pikminvirus pikmin,,dsDNA,2560203,              Pikminvirus
1814279,Flavobacterium psychrophilum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Duneviridae,Unahavirus,Unahavirus uv23T,dsDNA,2560245,                Unahavirus
2041493,Ralstonia solanacearum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autographivirales incertae sedis,Gyeongsanvirus,Gyeongsanvirus DURPI,dsDNA,2731942,                Gyeongsanvirus
913183,Ralstonia solanacearum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Kelmasvirus,Kelmasvirus RSB2,dsDNA,2731950,                Kelmasvirus
1220601,Rhizobium etli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autographivirales incertae sedis,Paadamvirus,Paadamvirus RHEph01,dsDNA,2731961,                Paadamvirus
1647385,Delftia sp. 670,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Piedvirus,Piedvirus IMEDE1,dsDNA,2731968,                Piedvirus
2282912,Sphingomonas paucimobilis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Scottvirus,Scottvirus scott,dsDNA,2731973,                Scottvirus
2024324,Escherichia coli K-12,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Demerecviridae,Markadamsvirinae,Epseptimavirus,dsDNA,2732017,                  Epseptimavirus
3404141,Aeromonas hydrophila subsp. hydrophila,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Demerecviridae,Shenzhenvirus,unclassified Shenzhenvirus,dsDNA,2732038,                Shenzhenvirus
3117391,Escherichia sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Drexlerviridae,Nouzillyvirus,unclassified Nouzillyvirus,dsDNA,2732049,                Nouzillyvirus
2163630,Dickeya solani,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Aarhusvirus,dsDNA,2732675,                  Aarhusvirus
3136606,Citrobacter freundii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Berlinvirus,dsDNA,2732677,                  Berlinvirus
3075081,Vibrio cholerae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Chatterjeevirus,dsDNA,2732679,                  Chatterjeevirus
3137290,Pseudomonas syringae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Ghunavirus,dsDNA,2732683,                  Ghunavirus
2052933,Yersinia enterocolitica (type O:3),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Helsettvirus,dsDNA,2732684,                  Helsettvirus
2163634,Pectobacterium carotovorum subsp. carotovorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Jarilovirus,dsDNA,2732685,                  Jarilovirus
526118,Morganella morganii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Minipunavirus,dsDNA,2732687,                  Minipunavirus
2951194,Dickeya chrysanthemi,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Ningirsuvirus,dsDNA,2732688,                  Ningirsuvirus
1747286,Aeromonas hydrophila,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Melnykvirinae,Ahphunavirus,dsDNA,2732912,                  Ahphunavirus
1777063,Pseudomonas putida,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Corkvirinae,Kantovirus,dsDNA,2732920,                  Kantovirus
2601683,Burkholderia pseudomallei,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ampunavirus,Ampunavirus BpAMP1,dsDNA,2732929,                Ampunavirus
1481785,Ralstonia solanacearum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Risjevirus,Risjevirus RSJ2,dsDNA,2732932,                Risjevirus
2530183,Shigella flexneri,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Slopekvirinae,Bucovirus,dsDNA,2732937,                  Bucovirus
3056490,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chaseviridae,Cleopatravirinae,Loessnervirus,dsDNA,2732962,                  Loessnervirus
2835638,Enterococcus faecium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Brockvirinae,Schiekvirus,dsDNA,2732968,                  Schiekvirus
2079429,Lactiplantibacillus plantarum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Harbinvirus,Harbinvirus bacchae,dsDNA,2732970,                Harbinvirus
2985286,Aeromonas sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Bielevirus,Bielevirus A051,dsDNA,2732974,                Bielevirus
2283029,Dickeya solani MK10,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Alexandravirus,Alexandravirus AD1,,dsDNA,2733088,              Alexandravirus
754037,Synechococcus sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Kyanoviridae,Anaposvirus,Anaposvirus socalone,dsDNA,2733090,                Anaposvirus
1335230,Pseudomonas aeruginosa PAO1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Baikalvirus,Baikalvirus PaBG,,dsDNA,2733094,              Baikalvirus
2849598,Rheinheimera sp. BAL341,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Barbavirus,Barbavirus barba21A,,dsDNA,2733095,              Barbavirus
3108904,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Loughboroughvirus,unclassified Loughboroughvirus,,dsDNA,2733112,              Loughboroughvirus
2562142,Edwardsiella tarda,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Petsuvirus,Petsuvirus pEtSU,dsDNA,2733122,                Petsuvirus
3077272,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rosemountvirus,unclassified Rosemountvirus,,dsDNA,2733127,              Rosemountvirus
1092848,Acinetobacter baumannii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Saclayvirus,unclassified Saclayvirus,,dsDNA,2733128,              Saclayvirus
2883949,Burkholderia cepacia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ryyoungvirus,Ryyoungvirus bcepC6B,,dsDNA,2733147,              Ryyoungvirus
3436050,Caulobacter vibrioides CB15,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Jeanschmidtviridae,Poindextervirus,Poindextervirus rogue,dsDNA,2733154,                Poindextervirus
2053682,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lenusvirus,Lenusvirus lenus,,dsDNA,2733160,              Lenusvirus
1552735,Lactobacillus delbrueckii subsp. lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lidleunavirus,Lidleunavirus Ldl1,,dsDNA,2733161,              Lidleunavirus
2419971,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Armstrongvirus,Armstrongvirus armstrong,,dsDNA,2733167,              Armstrongvirus
2419949,Arthrobacter globiformis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Bridgettevirus,Bridgettevirus bridgette,,dsDNA,2733170,              Bridgettevirus
2743916,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Goodmanvirus,unclassified Goodmanvirus,,dsDNA,2733179,              Goodmanvirus
1132026,Burkholderia cenocepacia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kilunavirus,Kilunavirus KL1,,dsDNA,2733183,              Kilunavirus
2283015,Eggerthella lenta,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lentavirus,Lentavirus PMBT5,,dsDNA,2733186,              Lentavirus
2591215,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mementomorivirus,Mementomorivirus cinna,,dsDNA,2733194,                  Mementomorivirus
2713265,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Neferthenavirus,unclassified Neferthenavirus,,dsDNA,2733198,              Neferthenavirus
2070188,Faecalibacterium prausnitzii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Oengusvirus,Oengusvirus oengus,,dsDNA,2733199,              Oengusvirus
2653719,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Hodgkinviridae,Quhwahvirus,Quhwahvirus paschalis,dsDNA,2733202,                Quhwahvirus
2283281,Salmonella enterica subsp. enterica serovar Kentucky,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sashavirus,unclassified Sashavirus,,dsDNA,2733210,              Sashavirus
2500787,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schubertvirus,Schubertvirus schubert,,dsDNA,2733212,              Schubertvirus
1675601,Caulobacter vibrioides CB15,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Seussvirus,Seussvirus seuss,,dsDNA,2733213,              Seussvirus
3070825,Tytonidae,Monodnaviria,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Hamaparvovirinae,Chaphamaparvovirus,,2733231,                  Chaphamaparvovirus
2759719,Ralstonia pseudosolanacearum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Anchaingvirus,Anchaingvirus anchaing,dsDNA,2842373,                Anchaingvirus
154784,Acinetobacter higginsii,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Duinviridae,Apeevirus,Apeevirus quebecense,+ssRNA,2842379,                Apeevirus
1622234,Citrobacter sp. TM1552,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zobellviridae,Citrovirus,Citrovirus coptotermitis,dsDNA,2842608,                Citrovirus
2861974,Bacillus thuringiensis serovar kurstaki,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Salasmaviridae,Northropvirinae,Claudivirus,dsDNA,2842609,                  Claudivirus
942016,Enterobacter cloacae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Eceepunavirus,Eceepunavirus EcP1,dsDNA,2842661,                Eceepunavirus
1206300,Enterobacteriaceae,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Hagavirus,Hagavirus psychrophilum,+ssRNA,2842717,                Hagavirus
1567484,Limosilactobacillus fermentum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Hopescreekvirus,Hopescreekvirus LfeInf,dsDNA,2842737,                Hopescreekvirus
2599764,Sinorhizobium meliloti,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Huelvavirus,Huelvavirus ort11,dsDNA,2842739,                Huelvavirus
760732,Acinetobacter johnsonii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Twarogvirinae,Lasallevirus,dsDNA,2842819,                  Lasallevirus
2786059,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Luthavirus,Luthavirus edaphovicinum,+ssRNA,2842838,                Luthavirus
